"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","-129.375","69.4709014892578","42","-16.172","-17.565","0","7.32535577906765","0.772353512496139","0",
"1/2/1979","-129.375","69.4709014892578","42","-13.998","-17.628","0.0137328984","7.26798983278461","0.80389321969418","0",
"1/3/1979","-129.375","69.4709014892578","42","-10.406","-13.127","0.2162935584","5.13876395560211","0.894843540265506","0",
"1/4/1979","-129.375","69.4709014892578","42","-11.157","-22.355","0.0240325848","2.55147436819621","0.841016292113303","0",
"1/5/1979","-129.375","69.4709014892578","42","-7.67599999999999","-20.787","0","3.29871341323588","0.822214102545597","0",
"1/6/1979","-129.375","69.4709014892578","42","-8.14800000000002","-14.073","0.1922607216","5.36167405953692","0.890066152317067","0",
"1/7/1979","-129.375","69.4709014892578","42","-6.214","-12.753","1.0540008","3.76373389623767","0.942370978554444","0",
"1/8/1979","-129.375","69.4709014892578","42","-11.353","-23.357","0.0514984248","2.38402725504545","0.825465082923188","0",
"1/9/1979","-129.375","69.4709014892578","42","-10.095","-13.798","0.0926971416","2.89541471608987","0.889955883064461","0",
"1/10/1979","-129.375","69.4709014892578","42","-14.115","-22.126","0.0102996792","3.70119456993989","0.76552686275958","0",
"1/11/1979","-129.375","69.4709014892578","42","-22.14","-26.63","0","3.11602338479978","0.655894022721195","0",
"1/12/1979","-129.375","69.4709014892578","42","-19.782","-24.088","0","3.06835842435849","0.60436552784948","0",
"1/13/1979","-129.375","69.4709014892578","42","-14.407","-19.569","0","6.3196314484805","0.773841080991806","0",
"1/14/1979","-129.375","69.4709014892578","42","-14.475","-17.969","0","7.33083927237484","0.813170705944469","0",
"1/15/1979","-129.375","69.4709014892578","42","-17.937","-21.483","0","8.12265033810424","0.761968974713783","0",
"1/16/1979","-129.375","69.4709014892578","42","-20.574","-22.38","0.0858308184","8.82365560099889","0.749235272704332","0",
"1/17/1979","-129.375","69.4709014892578","42","-17.363","-20.305","3.38859576","7.76473180986856","0.785816805666578","0",
"1/18/1979","-129.375","69.4709014892578","42","-16.86","-21.215","0.7312772376","5.154230996696","0.80838552868895","0",
"1/19/1979","-129.375","69.4709014892578","42","-21.452","-25.035","0.0068664528","4.6423748417031","0.758102093687922","0.00315",
"1/20/1979","-129.375","69.4709014892578","42","-16.303","-24.921","0.5990985144","3.36389440408238","0.801178071188484","0.008325",
"1/21/1979","-129.375","69.4709014892578","42","-15.904","-20.15","0.5046844608","4.034430713361","0.831076884696261","0.016368732",
"1/22/1979","-129.375","69.4709014892578","42","-19.365","-22.928","0","5.65649094463513","0.780827739188","0.027056268",
"1/23/1979","-129.375","69.4709014892578","42","-23.005","-25","0","4.57974927177012","0.758255910495425","0.041456232",
"1/24/1979","-129.375","69.4709014892578","42","-24.694","-26.257","0.017166132","3.35229871098804","0.748797014902877","0.056756268",
"1/25/1979","-129.375","69.4709014892578","42","-19.285","-24.138","0.1304626608","2.8607473234016","0.785551306387354","0.070931268",
"1/26/1979","-129.375","69.4709014892578","42","-16.704","-20.531","0.5201343648","3.75173834335902","0.814515573597145","0.087750036",
"1/27/1979","-129.375","69.4709014892578","42","-18.164","-20.602","0.916671456","4.36690966490014","0.812438933488202","0.10665",
"1/28/1979","-129.375","69.4709014892578","42","-19.006","-26.773","0.98705304","4.85906754324631","0.772617801292413","0.131118768",
"1/29/1979","-129.375","69.4709014892578","42","-26.239","-37.863","0.3613472784","3.31815495085858","0.734773164224546","0.15963768",
"1/30/1979","-129.375","69.4709014892578","42","-28.693","-38.045","0.1459121256","2.46087089736818","0.724444978198559","0.20053098",
"1/31/1979","-129.375","69.4709014892578","42","-30.553","-33.492","0.343322712","2.50315160806658","0.719452264781473","0.22815",
"2/1/1979","-129.375","69.4709014892578","42","-32.822","-35.321","0.233459388","2.4903749818022","0.710077921475055","0.26763732",
"2/2/1979","-129.375","69.4709014892578","42","-30.331","-32.663","0.611114832","5.24244778367051","0.718487639261729","0.29930634",
"2/3/1979","-129.375","69.4709014892578","42","-29.762","-32.506","0.622272456","4.62273374903487","0.716810425000332","0.34076268",
"2/4/1979","-129.375","69.4709014892578","42","-26.188","-31.712","0.2489089536","5.13494008379118","0.735157848952037","0.43312464",
"2/5/1979","-129.375","69.4709014892578","42","-27.379","-31.847","0.622272456","3.95238677207979","0.720600956337178","0.45298152",
"2/6/1979","-129.375","69.4709014892578","42","-30.46","-36.308","0.360488772","2.94334403464212","0.699283212919464","0.52036884",
